invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I974449,C185865,Food & Beverage,4,20.92,19-10-2022,Forum Istanbul
I274580,C270266,Clothing,4,1200.32,28-03-2021,Mall of Istanbul
I138812,C168455,Food & Beverage,1,5.23,03-01-2022,Metrocity
I187554,C248442,Food & Beverage,5,26.15,06-05-2021,Viaport Outlet
I286385,C204371,Books,1,15.15,2021-12-21,Metropol AVM
I893324,C277406,Cosmetics,1,40.66,29-03-2021,Metrocity
I286380,C630053,Food & Beverage,4,20.92,10-02-2021,Metropol AVM
I595003,C104578,Clothing,2,600.16,03-03-2023,Metrocity
I851226,C317062,Clothing,3,900.24,23-09-2022,Mall of Istanbul
I236004,C383507,Clothing,2,600.16,Aug 31 2021,Metrocity
I377911,C965515,Clothing,3,900.24,18-06-2021,Mall of Istanbul
I199203,C223896,Clothing,4,1200.32,19.01.2021,Mall of Istanbul
I235112,C143884,Clothing,2,600.16,19-02-2022,Forum Istanbul
I617062,C186156,Technology,2,2100.0,16-06-2022,
I230525,C248641,Cosmetics,4,162.64,2022-04-15,Metrocity
I209614,C154467,Cosmetics,3,$121.98,09.06.2021,Metrocity
I243112,C292013,Food & Beverage,1,5.23,2021-08-06,Kanyon
I193923,C546174,BOOKS,3,45.45,19.01.2021,Mall of Istanbul
I102776,C214209,Clothing,4,1200.32,06-11-2021,Metrocity
I180626,C324695,Clothing,2,$600.16,07-09-2022,Emaar Square Mall
I870055,C369603,Cosmetics,3,121.98,14/06/2022,Metrocity
I237482,C160631,Technology,2,2100.0,26-02-2022,Istinye Park
I270405,C119490,Clothing,3,900.24,19-12-2021,Kanyon
I155332,C122227,Cosmetics,4,162.64,29-01-2021,Kanyon
I552115,C963845,Toys,2,71.68,22-12-2021,Kanyon
I722917,C785984,Food & Beverage,2,10.46,28-05-2021,Cevahir AVM
I768068,C316216,Food & Beverage,2,10.46,Mar 14 2021,Cevahir AVM
I248260,C483226,Souvenir,3,35.19,06-01-2021,Metrocity
I216168,C193962,Food & Beverage,2,10.46,07-03-2022,Metropol AVM
I329347,C183757,Food & Beverage,2,10.46,21-01-2022, MALL OF ISTANBUL 
I902771,C136394,,1,600.17,29-06-2021,Metrocity
I169015,C726021,Clothing,5,1500.4,11-08-2022,Mall of Istanbul
I750089,C285240,Toys,1,35.84,04-11-2021,Emaar Square Mall
I238493,C267640,Clothing,1,300.08,05-08-2022,Kanyon
I196015,C130311,Food & Beverage,4,20.92,11-12-2021,Mall of Istanbul
I883022,C186458,TECHNOLOGY,5,5250.0,Feb 15 2022,Cevahir AVM
I242823,C242659,Clothing,4,1200.32,03-26-2021,Metropol AVM
I544000,C147231,Toys,3,107.52,23-03-2022,Kanyon
I179759,C955068,Toys,3,107.52,10-12-2021,Forum Istanbul
I184602,C308884,Shoes,2,1200.34,22-06-2021,Kanyon
I156091,C247294,Books,5,75.75,26-03-2022,Istinye Park
I745959,C207121,Technology,2,2100.0,20-01-2023,Mall of Istanbul
I310732,C973727,Souvenir,3,35.19,20-02-2023,Kanyon
I242848,C805973,Clothing,3, 900.24 ,2021-03-27,Istinye Park
I286298,C326281,Food & Beverage,3,15.69,20-08-2022,Cevahir AVM
I503732,C848856,Cosmetics,5,203.3,19-09-2022,Zorlu Center
I274142,C319077,CLOTHING,3,900.24,19-08-2022,Metropol AVM
I335467,C312912,TECHNOLOGY,2,2100.0,31-01-2021,Istinye Park
I391936,C230738,Books,2,30.3,03-09-2021,Zorlu Center
I737233,C916850,Toys,1,35.84,28-07-2021,Mall of Istanbul
I851080,C306902,Shoes,3,1800.51,04-05-2022,Mall of Istanbul
I294487,C846421,Souvenir,3,35.19,06-10-2022,Zorlu Center
I268154,C132053,Toys,1,35.84,10-09-2021,Metrocity
I285304,C145512,Toys,5,179.2,20.06.2022,Mall of Istanbul
I158547,C659738,Shoes,4,2400.68,2022-06-03,Mall of Istanbul
I136727,C283151,Books,3,45.45,23-04-2021,Istinye Park
I152430,C103021,Cosmetics,3,121.98,17-05-2021,Forum Istanbul
I276581,C194674,Cosmetics,1,40.66,14-11-2021,Istinye Park
I282887,C478916,Clothing,5,1500.4,04-04-2022,Mall of Istanbul
I212733,C579846,Clothing,4,1200.32,16-04-2022,Metrocity
I383598,C292524,Food & Beverage,1,5.23,23/10/2022,Metrocity
I245062,C687739,Cosmetics,4,162.64,18-03-2022,Cevahir AVM
I389832,C121160,Food & Beverage,4,20.92,24-09-2021,Forum Istanbul
I177128,C244220,Souvenir,2,23.46,28-10-2022,Metrocity
I314294,C241836,Clothing,2,600.16,Jul 05 2022,Metropol AVM
I840411,C301139,FOOD & BEVERAGE,4,20.92,07/03/2021,Metrocity
I234223,C282899,Cosmetics,4,162.64,26-10-2021,Metropol AVM
I368366,C116050,Cosmetics,1,40.66,18-07-2021,Kanyon
I137089,C166515,Clothing,2,600.16,30-06-2022,Zorlu Center
I322035,C676515,TOYS,1,35.84,04-18-2021,Mall of Istanbul
I370577,C285940,Books,3,45.45,11-02-2023,Kanyon
I152668,C185981,Souvenir,3,35.19,2021-06-07,Mall of Istanbul
I108322,C292795,Clothing,1,300.08,25-06-2021,Mall of Istanbul
I249177,C318351,Cosmetics,1,40.66,06-04-2022,Mall of Istanbul
I351510,C160201,Food & Beverage,3,15.69,14-06-2022,Zorlu Center
I829093,C143476,Shoes,2,1200.34,Aug 10 2022,Zorlu Center
I418391,C186714,Food & Beverage,3,15.69,12-02-2021,Viaport Outlet
I330305,C508580,Clothing,1,300.08,05-05-2021,Kanyon
I175756,C222242,Cosmetics,3,121.98,03-20-2022,Istinye Park
I120786,C303569,Food & Beverage,2,10.46,05-03-2022,Forum Istanbul
I239607,C218500,Shoes,3,1800.51,04-12-2022,Mall of Istanbul
I727913,C198891,Clothing,1,300.08,03-05-2022,Kanyon
I827472,C102277,Food & Beverage,2,10.46,16/01/2021,Viaport Outlet
I130713,C247072,Clothing,5,1500.4,16-09-2021,Kanyon
I325265,C134698,Food & Beverage,1,5.23,21-01-2022,Metrocity
I177263,C298381,Cosmetics,5,203.3,30-05-2022,
I254116,C248202,Clothing,1,300.08,21-11-2021,Istinye Park
I298307,C264310,Clothing,1,300.08,10-07-2021,Kanyon
I186323,C389109,Food & Beverage,2,10.46,2022-02-07,Mall of Istanbul
I113183,C133680,Toys,4,143.36,25-09-2022,Metropol AVM
I109617,C252719,Cosmetics,5,203.3,18-05-2021,Mall of Istanbul
I136479,C206655,Clothing,5,1500.4,26-07-2022,Kanyon
I461612,C283907,Clothing,3,900.24,04.01.2023,Metropol AVM
I122728,C176754,Clothing,5,1500.4,Dec 24 2021,Forum Istanbul
I216051,C272264,Clothing,5,1500.4,18-01-2023,Metropol AVM
I291539,C459702,,1,35.84,01-10-2022,Metrocity
I157001,C218694,Shoes,2,1200.34,01-04-2022,Metrocity
I122516,C606470,Clothing,2,600.16,15-05-2021,Forum Istanbul
I174112,C564609,Cosmetics,2,81.32,20-02-2023,Forum Istanbul
I884622,C102650,Food & Beverage,1,5.23,2022-05-18,Forum Istanbul
I511354,C233195,Food & Beverage,3,15.69,03-25-2022,Emaar Square Mall
I309911,C315610,Clothing,4,1200.32,11-02-2022,Cevahir AVM
I318123,C320614,Clothing,5, 1500.4 ,13-11-2021,Kanyon
I182115,C259330,Souvenir,5,58.65,27-08-2021,Zorlu Center
I317754,C333883,Books,3,45.45,25-07-2021,Metrocity
I233554,C212588,Cosmetics,2,81.32,05-04-2022,
I153102,C217091,Toys,1,35.84,12-05-2022,Mall of Istanbul
I105288,C205296,Cosmetics,4, 162.64 ,15-07-2022,Mall of Istanbul
I189305,C224544,Clothing,5,1500.4,09-12-2022,Metrocity
I163182,C263049,Food & Beverage,1,5.23,22-05-2021,Metrocity
I431112,C133198,Clothing,3,900.24,13-10-2022, VIAPORT OUTLET 
I602426,C226396,Cosmetics,1,40.66,26-11-2021,Mall of Istanbul
I972245,C943705,Food & Beverage,5,26.15,05-01-2021,Cevahir AVM
I308350,C290066,Cosmetics,1,40.66,11-01-2021,Istinye Park
I121463,C593437,Souvenir,5,58.65,2021-09-11, METROCITY 
I637585,C764215,Food & Beverage,1,$5.23,21/05/2022,Cevahir AVM
I310520,C114083,Clothing,3,900.24,10-08-2021,Kanyon
I237605,C253568,Clothing,1,"300,08",16-04-2021,Forum Istanbul
I128604,C702379,Shoes,3,1800.51,14-12-2021,Kanyon
I177830,C173488,Shoes,1,600.17,29-08-2021,Istinye Park
I296449,C329739,Food & Beverage,1,5.23,16-07-2022,Mall of Istanbul
I267896,C207339,Souvenir,2,23.46,07-11-2021,Metropol AVM
I320868,C204930,Technology,4,4200.0,Aug 28 2021,Mall of Istanbul
I317492,C260997,Clothing,2,600.16,17-09-2021,Kanyon
I164832,C160308,Clothing,1,300.08,13-01-2023,Forum Istanbul
I783605,C311272,Toys,-2.0,71.68,09-01-2023,Zorlu Center
I301703,C334447,Cosmetics,1,40.66,19-12-2021,Forum Istanbul
I253205,C278854,Shoes,1,600.17,27-06-2021,Kanyon
I201244,C335120,Technology,3,3150.0,18-10-2021,Cevahir AVM
I575661,C305286,Cosmetics,4,162.64,28-01-2021,Metrocity
I313728,C336317,Souvenir,4,46.92,2022-04-03, MALL OF ISTANBUL 
I236945,C229136,Cosmetics,4,162.64,11-07-2021,Istinye Park
I301170,C290982,Cosmetics,4,162.64,24-03-2021,Metrocity
I277051,C605454,Clothing,3,900.24,05-08-2022,Istinye Park
I338904,C985414,Clothing,2,$600.16,29-07-2022,Istinye Park
I803367,C376123,Books,4,60.6,19-11-2022,Emaar Square Mall
I137243,C334607,Cosmetics,3,121.98,01-07-2021,Metrocity
I850745,C306088,Clothing,3,900.24,03-12-2022,Viaport Outlet
I328851,C274424,Clothing,2,600.16,07-12-2021,Mall of Istanbul
I108831,C140212,Shoes,1,600.17,25-08-2022, METROCITY 
I883036,C144285,books,4, 60.6 ,07-10-2022,Metrocity
I337678,C942164,Clothing,3,900.24,05-06-2022, MALL OF ISTANBUL 
I153688,C182084,Cosmetics,5,203.3,15-05-2022,Metrocity
I311377,C165525,Souvenir,,35.19,06-07-2022,Forum Istanbul
I124432,C242317,Clothing,3,900.24,20-11-2022,Kanyon
I139386,C590959,Clothing,1,300.08,26-05-2022,Istinye Park
I205327,C146731,Clothing,2,600.16,26-09-2021,
I220971,C159046,Clothing,4,1200.32,28-02-2022,Mall of Istanbul
I159417,C123344,Shoes,2,1200.34,14-01-2021,Emaar Square Mall
I212134,C127601,Cosmetics,5,203.3,03-03-2023,Metropol AVM
I233912,C358381,Clothing,5,1500.4,23-06-2022,Mall of Istanbul
I261796,C991315,Technology,5,5250.0,03-03-2021, ISTINYE PARK 
I877768,C156510,Cosmetics,4,162.64,12-07-2022,Kanyon
I314907,C320054,Shoes,4,2400.68,14-06-2022,Kanyon
I308674,C286611,Clothing,5,1500.4,04-04-2022,Metropol AVM
I215511,C134733,Food & Beverage,1,5.23,10-03-2022,Metropol AVM
I325616,C224427,Clothing,5,1500.4,12-08-2021,Emaar Square Mall
I133100,C174843,Clothing,3,900.24,17-12-2022,Metrocity
I157635,C288662,Cosmetics,5,203.3,28-08-2022,Istinye Park
I198543,C258239,Food & Beverage,2,10.46,08-04-2022,Kanyon
I183176,C915986,Cosmetics,3,121.98,13-10-2022,
I408969,C312663,Books,4,60.6,04-08-2022,Forum Istanbul
I661557,C300359,Clothing,5,1500.4,13-11-2021,Viaport Outlet
I846931,C984261,CLOTHING,1,300.08,21-09-2021,Metropol AVM
I473341,C540364,Clothing,5,1500.4,22-04-2021,Kanyon
I128013,C181983,Food & Beverage,3,"15,69",13-10-2021,Istinye Park
I117712,C203595,Cosmetics,2,81.32,09-07-2022,Kanyon
I178234,C165328,Clothing,4,1200.32,16/06/2022,Metropol AVM
I457241,C312720,Clothing,1,300.08,07-10-2021,Metropol AVM
I203549,C246322,Clothing,5,$1500.4,13-11-2022,Mall of Istanbul
I235496,C661047,Cosmetics,3,121.98,19-02-2021, METROCITY 
I807995,C298103,Food & Beverage,5,26.15,22-06-2022, METROPOL AVM 
I331787,C466077,Cosmetics,4,162.64,09-10-2021,Mall of Istanbul
I199732,C955167,Souvenir,3,35.19,11-07-2022,Metrocity
I975194,C598309,,5,75.75,03-24-2022,Metropol AVM
I148730,C865098,Clothing,5,1500.4,01-11-2021,Forum Istanbul
I605838,C270244,Clothing,1,300.08,14.10.2021,Mall of Istanbul
I412703,C262764,Food & Beverage,1,5.23,12-02-2023,Emaar Square Mall
I201627,C243049,Clothing,3,900.24,31-10-2021,Kanyon
I171796,C334123,Toys,5,179.2,25/06/2022,Metrocity
I733490,C290147,Cosmetics,3,121.98,20-01-2023,Kanyon
I117698,C893564,Souvenir,3,35.19,05-02-2021,Metropol AVM
I146501,C130392,Shoes,1,600.17,15-10-2021,Viaport Outlet
I246674,C537147,Cosmetics,3,121.98,02-08-2022,Emaar Square Mall
I432873,C134990,Shoes,0,1800.51,25-08-2022,Metropol AVM
I121897,C743596,Cosmetics,5,203.3,30-12-2022,Kanyon
I375969,C695623,Clothing,3,900.24,28-09-2021,Emaar Square Mall
I332037,C635269,Clothing,1,300.08,19/09/2022,Cevahir AVM
I291316,C275605,Cosmetics,5,203.3,03-02-2022,Zorlu Center
I155079,C206475,Toys,3,107.52,20-08-2021, METROPOL AVM 
I219731,C227388,Shoes,1,600.17,24-11-2021,Metrocity
I328046,C995929,,3,121.98,2022-06-17,Mall of Istanbul
I690024,C551401,Clothing,4,1200.32,28-01-2021,Emaar Square Mall
I894729,C177102,Cosmetics,1,40.66,31-01-2022, KANYON 
I286924,C289428,Cosmetics,1,40.66,28-04-2022,Metrocity
I205210,C165465,Food & Beverage,4,20.92,03-04-2022,Mall of Istanbul
I480698,C584454,Shoes,1,600.17,26-01-2023,Kanyon
I774703,C221276,Cosmetics,3,121.98,29-07-2021,Viaport Outlet
I378138,C761306,Clothing,5,1500.4,08-04-2021,Metropol AVM
I302518,C762041,Shoes,2,1200.34,14-03-2021,Mall of Istanbul
I757899,C188429,Books,5,75.75,08-02-2023,Zorlu Center
I159249,C823203,Clothing,3,900.24,14-04-2021,Istinye Park
I325916,C124870,Toys,,35.84,13-04-2022,Mall of Istanbul
I163165,C637037,Clothing,5,1500.4,17-01-2023,
I594735,C307353,Cosmetics,3,121.98,14-01-2023,Mall of Istanbul
I751347,C268965,Clothing,3,900.24,21-03-2021,Mall of Istanbul
I299269,C151216,Souvenir,1,11.73,02-03-2022,Forum Istanbul
I223276,C148993,Cosmetics,5,203.3,03-07-2021,Mall of Istanbul
I755413,C251476,Cosmetics,3,121.98,05-12-2021,Mall of Istanbul
I223933,C158555,Cosmetics,5,203.3,25-10-2022,Cevahir AVM
I201704,C340116,Food & Beverage,3,15.69,12-07-2021,Metrocity
I760040,C508438,Toys,3,107.52,08-06-2022,Mall of Istanbul
I193188,C142117,Clothing,5,1500.4,04-08-2022,Metrocity
I153018,C216604,Clothing,3,900.24,06-01-2021, CEVAHIR AVM 
I279542,C132888,Clothing,5,1500.4,25-06-2021,Mall of Istanbul
I340112,C266110,Cosmetics,2,81.32,03-07-2022,Istinye Park
I309322,C763083,Clothing,1,300.08,20/10/2022,Cevahir AVM
I226752,C366100,Technology,3,3150.0,04-04-2021,Viaport Outlet
I116903,C196858,  Toys  ,4,143.36,10-06-2021,Forum Istanbul
I166562,C132940,Clothing,3,900.24,2021-07-21,Mall of Istanbul
I174398,C940273,Souvenir,5,58.65,04-16-2021,Metrocity
I191737,C235122,Clothing,3,900.24,29-05-2021,Metrocity
I198611,C326960,Clothing,5,1500.4,21-05-2021,Emaar Square Mall
I842546,C402908,Clothing,1,300.08,28-08-2022,Mall of Istanbul
I244783,C160520,SHOES,2,1200.34,22/01/2023,Emaar Square Mall
I334539,C284435,Clothing,5,1500.4,28-07-2022,Mall of Istanbul
I246423,C248358,Clothing,1,300.08,18-08-2022,Mall of Istanbul
I173160,C268493,COSMETICS,1,40.66,22-06-2022,Metrocity
I809670,C102297,Clothing,3,900.24,19-10-2022,Kanyon
I623644,C214185,Food & Beverage,3,15.69,13-08-2022,
I301125,C920699,Food & Beverage,4,20.92,19-08-2022,Mall of Istanbul
I291336,C813918,Clothing,3,900.24,19-03-2021,Mall of Istanbul
I277581,C772919,Toys,5, 179.2 ,Aug 03 2022,Viaport Outlet
I239136,C300766,Cosmetics,3,121.98,23-03-2022,Forum Istanbul
I856703,C320354,Clothing,2,$600.16,Apr 11 2021,Kanyon
I293453,C309483,Food & Beverage,5,26.15,Jun 02 2022,Istinye Park
I568482,C241960,Toys,2,71.68,16-01-2022,Mall of Istanbul
I238120,C268397,Cosmetics,5,"203,3",18-04-2022,Mall of Istanbul
I886882,C383420,Food & Beverage,3,15.69,12-09-2021,Forum Istanbul
I252084,C221995,Souvenir,4,46.92,25.05.2021,Metrocity
I111454,C536767,Shoes,2,1200.34,Jul 24 2021,Mall of Istanbul
I865344,C935407,Technology,1,1050.0,15-02-2023,Istinye Park
I105708,C128306,Souvenir,4,46.92,Oct 12 2021,Mall of Istanbul
I187374,C276079,Toys,2,71.68,19-11-2022, ZORLU CENTER 
I162721,C839532,Food & Beverage,1,5.23,27-05-2021,Mall of Istanbul
I136540,C135759,Clothing,4,1200.32,12-02-2021,Kanyon
I138693,C302795,Shoes,1,600.17,20-06-2022,Zorlu Center
I229453,C649550,Cosmetics,5,203.3,16-08-2022,Viaport Outlet
I249492,C246232,Food & Beverage,1,5.23,24-01-2023,Kanyon
I150189,C317050,Technology,2,2100.0,21-12-2021,Forum Istanbul
I640474,C321060,Shoes,4,2400.68,08-01-2023,Metrocity
I327976,C764655,Toys,4,143.36,08-08-2021,Forum Istanbul
I312264,C206197,Cosmetics,5,203.3,22-06-2022,
I327718,C350807,Cosmetics,4,162.64,26-12-2022,Mall of Istanbul
I110263,C404411,Clothing,2,600.16,03-01-2022,Metrocity
I980841,C779507,Food & Beverage,4,20.92,18-01-2021,Forum Istanbul
I177025,C306807,Technology,2,2100.0,26-02-2023,Metropol AVM
I124648,C270913,Clothing,1,300.08,04-06-2021,Mall of Istanbul
I932128,C167147,BOOKS,4,60.6,30-12-2022,Kanyon
I916755,C185756,Clothing,2,600.16,16-01-2023,Istinye Park
I261938,C788070,Cosmetics,1,40.66,04-07-2022,Metropol AVM
I265225,C699429,Toys,4,143.36,21-02-2023,Forum Istanbul
I199529,C904444,Clothing,3,900.24,24-03-2021,Kanyon
I166110,C937242,Clothing,2,600.16,02-06-2022,Zorlu Center
I935834,C307769,Toys,5,179.2,03-12-2022,Mall of Istanbul
I420658,C176391,Shoes,3,1800.51,09/05/2021,Emaar Square Mall
I303669,C256776,Clothing,3,900.24,27-02-2022,Istinye Park
I282423,C198186,Clothing,4,1200.32,09-08-2021,Forum Istanbul
I283160,C285569,Clothing,4,1200.32,06-23-2021,Forum Istanbul
I343281,C165521,  Cosmetics  ,1,$40.66,31-01-2023,Mall of Istanbul
I321007,C165879,Clothing,4,1200.32,24-07-2022,Kanyon
I314486,C117313,Food & Beverage,5,26.15,03-01-2023,Mall of Istanbul
I263541,C156152,Clothing,2,600.16,26-05-2022,Mall of Istanbul
I492378,C748665,Shoes,-1.0,600.17,05.12.2021, METROPOL AVM 
I184468,C167780,Clothing,3,900.24,07-08-2021,Kanyon
I252086,C216171,Food & Beverage,4,20.92,23-06-2022,Metrocity
I434116,C271825,Cosmetics,3,121.98,25-11-2022, MALL OF ISTANBUL 
I236594,C315064,Technology,3,3150.0,21-08-2021,Metropol AVM
I289605,C652458,Cosmetics,4,162.64,09/12/2022, KANYON 
I719539,C978354,Clothing,4,1200.32,04-10-2021,Metropol AVM
I228052,C126633,Cosmetics,3,121.98,13-05-2021,Mall of Istanbul
I102525,C240268,Cosmetics,1,40.66,16-01-2022,Kanyon
I101511,C286261,Food & Beverage,4,20.92,06-10-2021,Kanyon
I266784,C702797,Food & Beverage,3,15.69,02-06-2022,Cevahir AVM
I130515,C125486,Food & Beverage,1,5.23,24-09-2021,
I515036,C269822,Cosmetics,5,203.3,30-05-2021,Zorlu Center
I146964,C761041,Toys,2,71.68,23-08-2021,Kanyon
I297364,C446256,Clothing,1,300.08,04-02-2022,Emaar Square Mall
I711017,C307991,Toys,4,143.36,09-08-2022,Mall of Istanbul
I154640,C331556,Toys,1,35.84,21-01-2023,Metropol AVM
I250700,C142837,Cosmetics,1,40.66,14-01-2021,Mall of Istanbul
I111829,C157666,Toys,5,179.2,24-07-2021,Mall of Istanbul
I115861,C240948,Cosmetics,5,203.3,08-17-2021,Cevahir AVM
I225646,C309002,Books,2,30.3,05-16-2022,Mall of Istanbul
I580869,C905541,Technology,1,1050.0,03-01-2021,Metrocity
I232204,C283284,Cosmetics,3,121.98,01-03-2023,Istinye Park
I194233,C155351,Books,5,75.75,Dec 20 2022,Istinye Park
I182021,C401335,Technology,1,1050.0,24-02-2021,Istinye Park
I336193,C471530,Food & Beverage,3,15.69,06-01-2023,Kanyon
I117532,C248191,,4,1200.32,03-08-2022,Metrocity
I264652,C123916,Clothing,2,$600.16,09-11-2021,Mall of Istanbul
I168406,C157556,Food & Beverage,-2.0,10.46,20-08-2021,Mall of Istanbul
I310439,C272763,Clothing,1,"300,08",09-02-2021, ISTINYE PARK 
I197303,C110309,Books,5,75.75,15-10-2022,Kanyon
I242384,C207512,Clothing,4,1200.32,04-07-2022,Kanyon
I242855,C311995,Clothing,1,300.08,10-02-2022,Mall of Istanbul
I298790,C154305,Souvenir,2,23.46,04-04-2022,Kanyon
I805400,C101404,Technology,2,2100.0,11-03-2021,Kanyon
I243235,C139781,,5,203.3,Sep 05 2021,Istinye Park
I390777,C316797,Food & Beverage,1,5.23,15-12-2022,Kanyon
I138364,C333579,Cosmetics,2,81.32,26-02-2022,Kanyon
I325464,C289912,Clothing,5,1500.4,28-04-2021,Metrocity
I813748,C568348,Clothing,-3.0,900.24,07-03-2023,Emaar Square Mall
I229229,C274235,Technology,2,2100.0,06-02-2022,Mall of Istanbul
I130653,C182256,Cosmetics,3,121.98,20-06-2022,Kanyon
I307029,C205859,Cosmetics,2,81.32,16-07-2022,Mall of Istanbul
I847637,C265265,Clothing,3,900.24,Dec 03 2021,Metrocity
I237562,C117466,Clothing,5,1500.4,15-06-2022,Zorlu Center
I994913,C809683,Cosmetics,1,40.66,07-03-2022,Kanyon
I206523,C153739,Toys,5,179.2,17-01-2022,Mall of Istanbul
I141329,C208236,Clothing,2,600.16,2022-03-17,Kanyon
I253241,C846720,Food & Beverage,1,5.23,2022-04-08,Emaar Square Mall
I241162,C270413,Shoes,3,1800.51,11-12-2021, METROPOL AVM 
I336754,C116134,Food & Beverage,4,20.92,30-07-2022, MALL OF ISTANBUL 
I118997,C217573,Cosmetics,1,40.66,03-20-2021,Mall of Istanbul
I228937,C691241,Clothing,1,300.08,31-07-2021,Metrocity
I200837,C265464,COSMETICS,3,121.98,06-14-2021,Cevahir AVM
I203783,C155487,Clothing,2,600.16,25-07-2022,Kanyon
I299001,C254664,Shoes,3,1800.51,2021-09-16,Mall of Istanbul
I545356,C316676,Clothing,4,1200.32,Feb 25 2021,Metropol AVM
I263560,C275015,Souvenir,3,35.19,06-03-2023,Emaar Square Mall
I252215,C198510,COSMETICS,2,81.32,09-10-2022,Istinye Park
I278117,C869379,Toys,5,179.2,04-09-2022, ZORLU CENTER 
I282201,C612774,Clothing,1,300.08,28-03-2022,Kanyon
I199141,C227983,Toys,3,107.52,2022-01-29,Cevahir AVM
I138442,C222786,Cosmetics,5,203.3,22-12-2022,Mall of Istanbul
I303599,C303147,Clothing,4,1200.32,26-08-2022,Mall of Istanbul
I279340,C230675,Clothing,3,$900.24,10-12-2022,
I230524,C302916,Food & Beverage,2,10.46,15-07-2022,Mall of Istanbul
I136063,C325538,Toys,5,179.2,08-06-2021,Cevahir AVM
I894137,C314580,Food & Beverage,1,5.23,11.10.2021,Mall of Istanbul
I224137,C951654,Clothing,4,1200.32,20-11-2021,Istinye Park
I118889,C845768,Technology,4,4200.0,03-09-2021,Kanyon
I318292,C107220,Books,5,75.75,04-09-2022,Mall of Istanbul
I502133,C259885,Cosmetics,3,121.98,22-11-2021,Mall of Istanbul
I224477,C252656,Toys,2,71.68,15-07-2022,Metrocity
I274182,C573497,Cosmetics,1,40.66,30-07-2021,Metropol AVM
I208065,C257141,Shoes,3,"1800,51",28-04-2021,Mall of Istanbul
I175275,C910929,,5,1500.4,17-12-2021,Mall of Istanbul
I139555,C336702,Clothing,2,-600.16,22-04-2022,Cevahir AVM
I372174,C563643,Shoes,-5.0,3000.85,08-10-2021,Metropol AVM
I258931,C254022,Cosmetics,,121.98,20-10-2021, EMAAR SQUARE MALL 
I478540,C703353,Toys,1,35.84,03-02-2022,Cevahir AVM
I300114,C241116,Cosmetics,1,40.66,08-03-2021,Mall of Istanbul
I328165,C528620,Clothing,4,1200.32,01/12/2021,Metropol AVM
I330011,C654506,Cosmetics,0,40.66,2023-01-23, CEVAHIR AVM 
I912992,C290927,Clothing,3,900.24,15-04-2022,Mall of Istanbul
I152681,C174146,Clothing,3,900.24,16-07-2021,Viaport Outlet
I304378,C218957,Cosmetics,1,40.66,07-12-2022,Forum Istanbul
I424303,C413385,Cosmetics,3,121.98,Jan 07 2023,Mall of Istanbul
I151708,C601424,Shoes,1,600.17,31-05-2021,Kanyon
I118954,C987573,Clothing,4,1200.32,20-09-2021,Viaport Outlet
I916699,C271222,Shoes,3,1800.51,17-06-2022,Metrocity
I174626,C112412,Shoes,2,1200.34,19-09-2021,Metropol AVM
I224291,C782884,Clothing,3,900.24,05-01-2022,Istinye Park
I364901,C475134,Shoes,3,1800.51,06-01-2021,Mall of Istanbul
I185205,C360566,,4,1200.32,03-10-2022,Emaar Square Mall
I103529,C935333,Books,2,30.3,09-12-2021,Mall of Istanbul
I114200,C170231,Clothing,1,300.08,27.01.2022,Metropol AVM
I651820,C121466,Souvenir,3,"35,19",29-05-2021,Metropol AVM
I171140,C103414,Shoes,3,1800.51,20-05-2021, KANYON 
I272691,C181439,Toys,1,35.84,18-06-2021,Metrocity
I482160,C264225,Clothing,3,900.24,27-06-2022,Metropol AVM
I131371,C941712,Toys,3,107.52,22.08.2021,Metropol AVM
I781822,C136036,Food & Beverage,2,10.46,10-09-2022,Metrocity
I288608,C300343,Toys,3,107.52,22-06-2022,Viaport Outlet
I569053,C207790,Food & Beverage,5,26.15,23-03-2021,Metrocity
I188864,C284602,Clothing,2,600.16,02/03/2022,Mall of Istanbul
